Highest Charting Position,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms)
21,0.905,0.962,-3.197,0.0856,0.0299,0.0272,129.969,174647
17,0.852,0.421,-9.153,0.208,0.428,0.106,95.977,202285
37,0.833,0.652,-6.942,0.0762,0.00161,0.106,158.022,135053
40,0.883,0.657,-5.748,0.305,0.0603,0.128,124.992,172933
148,0.696,0.623,-8.738,0.0438,0.466,0.0983,154.028,223431
93,0.683,0.714,-4.898,0.252,0.181,0.111,173.963,174483
130,0.582,0.804,-4.155,0.0389,0.0493,0.0624,138.014,182188
6,0.676,0.771,-3.675,0.0483,0.0237,0.102,99.048,207133
149,0.863,0.62,-7.167,0.135,0.0508,0.129,103.971,168437
117,0.544,0.786,-2.97,0.0501,0.00991,0.169,153.967,157138
51,0.703,0.709,-4.169,0.0433,0.00379,0.333,117.941,177187
171,0.764,0.796,-4.611,0.033,0.193,0.0853,140.072,166436
149,0.577,0.363,-12.378,0.0263,0.86,0.0868,91.511,247197
21,0.907,0.577,-6.737,0.0767,0.438,0.137,140.07,220779
11,0.529,0.845,-8.142,0.404,0.244,0.143,85.63,255378
59,0.839,0.412,-8.816,0.0935,0.287,0.101,139.901,179187
89,0.874,0.6,-6.064,0.158,0.00942,0.126,100.012,174840
21,0.603,0.691,-5.805,0.0372,0.0248,0.583,147.148,172267
11,0.724,0.818,-3.747,0.168,0.0201,0.0358,77.004,204940
30,0.633,0.511,-5.665,0.0368,0.434,0.248,116.855,264481
43,0.602,0.841,-3.334,0.109,0.0354,0.235,157.937,238628
53,0.877,0.56,-3.751,0.0596,0.00721,0.0839,119.971,216136
85,0.805,0.418,-14.374,0.0979,0.459,0.288,149.724,205427
95,0.576,0.627,-4.649,0.0449,0.0385,0.181,164.998,176059
140,0.827,0.819,-3.701,0.052,0.1,0.089,92.017,191087
158,0.554,0.433,-12.628,0.0341,0.0116,0.0667,117.996,379227
173,0.812,0.925,-3.092,0.113,0.487,0.115,110.031,176727
141,0.557,0.794,-5.698,0.2,0.179,0.106,91.366,270000
3,0.645,0.862,-4.761,0.0845,0.0933,0.193,119.947,229773
75,0.515,0.479,-7.458,0.0261,0.544,0.191,88.964,209274
30,0.684,0.545,-6.885,0.121,0.159,0.102,143.049,135264
80,0.861,0.786,-4.934,0.164,0.289,0.601,92.031,232000
113,0.789,0.837,-3.247,0.23,0.125,0.209,81.536,200337
29,0.567,0.267,-6.502,0.0299,0.839,0.089,110.011,240133
131,0.563,0.756,-3.852,0.0579,0.196,0.245,100.012,182227
44,0.448,0.838,-5.257,0.0557,0.21,0.131,139.863,208907
139,0.867,0.494,-6.514,0.084,0.118,0.101,118.868,165882
148,0.68,0.584,-4.457,0.034,0.443,0.0628,118.06,188369
181,0.601,0.271,-8.688,0.0403,0.937,0.144,145.494,213827
14,0.516,0.595,-4.63,0.0313,0.0275,0.109,119.972,340707
55,0.544,0.369,-9.514,0.038,0.969,0.639,87.01,208212
144,0.558,0.559,-9.222,0.0959,0.371,0.109,78.558,180387
89,0.789,0.519,-4.84,0.0697,0.659,0.085,154.037,150610
90,0.444,0.26,-10.045,0.0316,0.964,0.125,120.443,211613
119,0.511,0.525,-4.595,0.183,0.604,0.111,139.885,204317
108,0.348,0.652,-7.145,0.0931,0.0165,0.33,70.956,192987
134,0.666,0.542,-6.429,0.0392,0.27,0.0765,120.134,228787
155,0.48,0.554,-8.145,0.069,0.171,0.131,190.066,161840
158,0.706,0.739,-3.753,0.0586,0.266,0.126,91.906,192613
100,0.437,0.384,-8.384,0.042,0.699,0.121,139.009,209947
7,0.872,0.391,-9.144,0.242,0.469,0.297,134.021,119133
56,0.721,0.463,-9.483,0.0646,0.241,0.0929,137.915,204003
71,0.629,0.64,-7.638,0.0752,0.342,0.0928,179.989,201495
82,0.782,0.643,-4.956,0.0438,0.0136,0.0654,114.994,250435
103,0.535,0.618,-5.668,0.382,0.0245,0.103,165.991,213976
112,0.714,0.442,-5.909,0.0605,0.742,0.114,108.039,146855
154,0.885,0.834,-3.374,0.0394,0.403,0.0865,124.018,183871
167,0.794,0.811,-8.966,0.038,0.0426,0.101,116.047,248413
19,0.456,0.91,-2.659,0.136,0.256,0.0921,95.927,258542
32,0.532,0.426,-6.117,0.0288,0.639,0.134,149.898,201905
72,0.684,0.449,-9.738,0.611,0.869,0.0881,66.165,157373
97,0.786,0.748,-7.568,0.162,0.267,0.0729,133.967,136120
99,0.782,0.711,-5.383,0.0558,0.585,0.26,116.049,211827
131,0.693,0.643,-5.867,0.0828,0.138,0.108,95.055,163450
184,0.594,0.679,-3.702,0.345,0.484,0.114,106.726,152613
41,0.614,0.379,-10.48,0.0476,0.607,0.0986,107.989,258987
196,0.744,0.608,-6.386,0.0442,0.0295,0.397,130.045,221538
14,0.514,0.779,-4.365,0.344,0.181,0.099,152.869,222497
24,0.776,0.431,-7.544,0.091,0.671,0.153,133.999,283642
29,0.605,0.692,-7.45,0.446,0.495,0.303,124.84,224466
91,0.731,0.85,-4.913,0.0336,0.252,0.605,119.706,157478
183,0.66,0.72,-5.874,0.0753,0.301,0.226,99.937,192960
29,0.81,0.655,-6.779,0.0698,0.127,0.105,150.002,193322
22,0.648,0.68,-7.276,0.345,0.292,0.0808,106.89,341307
20,0.514,0.472,-11.106,0.368,0.753,0.0746,77.215,203367
27,0.567,0.824,-6.973,0.296,0.167,0.149,138.202,329295
41,0.481,0.406,-11.52,0.0775,0.864,0.0869,91.589,103319
53,0.727,0.53,-8.616,0.312,0.283,0.392,174.025,210841
54,0.355,0.245,-13.475,0.0358,0.801,0.112,173.329,264299
61,0.52,0.375,-13.409,0.358,0.745,0.429,127.544,281070
73,0.618,0.43,-9.38,0.216,0.807,0.189,117.125,152986
76,0.652,0.67,-8.766,0.0639,0.225,0.0804,91.933,256008
79,0.492,0.369,-14.861,0.329,0.87,0.11,140.012,406528
109,0.832,0.817,-5.182,0.0422,0.145,0.115,104.985,179546
44,0.7,0.812,-8.128,0.297,0.183,0.0756,97.405,332229
57,0.71,0.522,-9.102,0.36,0.615,0.11,96.448,309327
140,0.363,0.67,-6.652,0.0552,0.000582,0.317,150.15,360760
50,0.47,0.494,-8.672,0.0349,0.302,0.0672,144.039,250100
179,0.728,0.814,-3.29,0.0571,0.125,0.0927,104.962,176286
186,0.467,0.828,-2.22,0.0489,0.181,0.102,79.978,217320
143,0.716,0.531,-7.355,0.122,0.0703,0.224,71.994,386907
9,0.523,0.614,-4.435,0.0347,0.448,0.254,122.962,199146
27,0.597,0.615,-6.346,0.0421,0.0303,0.378,160.014,227527
44,0.601,0.712,-9.433,0.0431,0.0848,0.479,114.998,154000
48,0.842,0.505,-8.627,0.402,0.472,0.117,119.993,207065
79,0.417,0.682,-5.071,0.0295,0.0267,0.109,105.542,232412
112,0.359,0.434,-6.068,0.0305,0.582,0.205,79.133,200429
118,0.467,0.757,-5.093,0.033,0.0807,0.0876,82.282,155933
144,0.947,0.605,-8.621,0.346,0.0748,0.0901,129.988,133613
70,0.601,0.787,-6.178,0.031,0.0492,0.142,134.981,175163
151,0.747,0.819,-4.602,0.134,0.125,0.331,117.994,184311
158,0.738,0.67,-3.766,0.0439,0.458,0.361,138.055,184602
53,0.316,0.63,-5.963,0.117,0.471,0.205,89.643,153294
180,0.667,0.848,-5.195,0.0851,0.0344,0.183,122.035,172462
181,0.733,0.784,-5.211,0.0606,0.0927,0.195,120.016,164000
192,0.417,0.551,-6.456,0.174,0.73,0.0907,87.614,174568
37,0.938,0.798,-3.998,0.103,0.00813,0.146,99.992,159762
22,0.783,0.722,-4.864,0.0357,0.00537,0.105,97.031,180022
61,0.442,0.922,-2.918,0.0695,0.00134,0.432,140.082,185437
86,0.81,0.733,-6.338,0.0444,0.276,0.288,125.975,229283
17,0.853,0.495,-14.63,0.14,0.0917,0.0844,137.027,243228
167,0.721,0.769,-4.111,0.105,0.0922,0.0817,155.932,187108
154,0.714,0.404,-7.903,0.453,0.457,0.0701,130.088,140308
125,0.882,0.721,-2.851,0.0512,0.0958,0.0989,120.018,132045
31,0.792,0.895,-3.112,0.0587,0.165,0.0501,94.968,201526
185,0.675,0.739,-4.603,0.0524,0.387,0.177,149.959,237701
157,0.855,0.83,-2.815,0.106,0.0783,0.08,90.009,190667
194,0.444,0.669,-6.727,0.125,0.0669,0.124,183.441,177109
10,0.512,0.76,-5.889,0.0682,0.299,0.103,130.096,210928
20,0.528,0.309,-7.398,0.0329,0.924,0.282,133.83,185422
57,0.474,0.801,-5.978,0.375,0.102,0.322,147.356,256000
86,0.922,0.909,-2.429,0.27,0.0281,0.0856,95.295,161507
122,0.893,0.699,-8.059,0.0517,0.0576,0.128,139.972,136761
1,0.908,0.621,-6.638,0.102,0.000282,0.0958,150.011,177000
185,0.563,0.459,-7.781,0.0292,0.92,0.11,79.983,202536
192,0.646,0.597,-6.045,0.401,0.11,0.0958,88.506,184893
54,0.621,0.73,-5.414,0.107,0.0967,0.673,139.566,195320
197,0.672,0.594,-6.813,0.0789,0.0626,0.152,171.854,169248
107,0.589,0.842,-4.86,0.0372,0.00178,0.113,164.163,136012
181,0.853,0.467,-6.843,0.195,0.00596,0.203,87.023,220709
192,0.408,0.875,-1.536,0.0546,1.68e-05,0.264,144.975,90266
29,0.583,0.67,-7.289,0.0646,0.0374,0.126,140.061,220433
123,0.529,0.695,-6.174,0.0278,0.488,0.142,139.993,215572
48,0.773,0.707,-5.71,0.0568,0.0103,0.296,76.977,236187
159,0.727,0.616,-8.487,0.338,0.542,0.482,140.014,291612
187,0.832,0.522,-7.244,0.05,0.012,0.377,150.044,193765
61,0.711,0.686,-6.409,0.271,0.0355,0.124,146.971,173187
85,0.652,0.578,-6.187,0.161,0.00861,0.285,87.395,207213
86,0.911,0.573,-5.573,0.163,0.0112,0.131,144.026,271840
131,0.709,0.357,-9.289,0.214,0.478,0.112,75.494,129480
139,0.824,0.667,-6.603,0.0814,0.00321,0.0956,82.037,207933
180,0.916,0.453,-4.148,0.158,0.000189,0.137,145.007,106133
190,0.763,0.526,-6.753,0.355,0.00937,0.111,181.856,162333
60,0.587,0.61,-6.881,0.234,0.0402,0.167,130.063,156083
175,0.735,0.812,-4.417,0.151,0.528,0.186,109.835,162876
177,0.713,0.625,-3.473,0.0268,0.573,0.11,114.023,205685
54,0.878,0.685,-5.28,0.225,0.00152,0.0753,157.003,211649
178,0.574,0.369,-8.931,0.0814,0.753,0.147,84.975,226011
188,0.617,0.378,-8.54,0.0315,0.428,0.11,141.967,216063
198,0.642,0.787,-6.389,0.17,0.0185,0.288,146.733,130897
150,0.748,0.841,-5.08,0.177,0.00445,0.0413,123.045,129817
111,0.927,0.642,-4.466,0.0657,0.00791,0.279,123.969,190883
69,0.744,0.628,-5.435,0.0287,0.0493,0.317,119.966,193565
71,0.611,0.584,-6.897,0.0301,0.083,0.432,116.106,243486
74,0.314,0.439,-5.726,0.0311,0.671,0.181,180.119,248178
75,0.583,0.43,-7.748,0.0353,0.801,0.0867,84.967,243158
86,0.517,0.668,-6.012,0.116,0.0712,0.407,79.782,169824
97,0.645,0.671,-7.208,0.0459,0.0597,0.11,82.546,169661
115,0.475,0.569,-7.073,0.0343,0.037,0.232,108.007,183816
121,0.713,0.689,-5.99,0.255,0.16,0.136,156.934,171319
177,0.485,0.656,-6.121,0.0528,0.0346,0.155,140.107,195111
191,0.301,0.303,-12.39,0.0458,0.177,0.0979,141.997,145796
16,0.95,0.891,-2.653,0.241,0.0645,0.309,133.01,170977
75,0.704,0.756,-4.948,0.448,0.298,0.0852,121.737,141340
95,0.834,0.828,-2.657,0.0452,0.21,0.103,102.019,195294
135,0.466,0.9,-4.469,0.0447,0.000235,0.103,130.02,244804
137,0.811,0.648,-3.684,0.0368,0.236,0.0761,104.988,180067
163,0.712,0.972,-0.514,0.112,0.00547,0.128,119.966,145000
171,0.593,0.935,-3.43,0.225,0.268,0.286,99.976,179027
173,0.702,0.586,-5.317,0.118,0.55,0.27,112.852,158093
175,0.572,0.839,-5.083,0.0377,0.013,0.522,143.969,196784
189,0.816,0.874,-4.822,0.0308,0.201,0.209,131.967,196364
104,0.817,0.72,-8.134,0.0809,0.172,0.109,119.989,180563
114,0.741,0.616,-6.686,0.034,0.052,0.0705,147.008,124188
130,0.394,0.327,-14.291,0.114,0.849,0.125,93.358,150320
200,0.804,0.645,-7.069,0.0773,0.642,0.173,142.09,152827
10,0.718,0.758,-8.29,0.0703,0.238,0.11,118.989,266179
25,0.765,0.627,-4.607,0.0622,0.000916,0.0847,118.997,308820
28,0.6,0.482,-11.596,0.0701,0.512,0.115,121.909,173097
30,0.826,0.276,-11.227,0.266,0.62,0.118,123.985,129965
38,0.883,0.283,-12.653,0.113,0.104,0.0935,122.013,157390
49,0.593,0.41,-13.097,0.0531,0.886,0.115,122.584,254407
61,0.193,0.0218,-31.16,0.0389,0.955,0.117,125.501,36935
68,0.502,0.645,-10.611,0.122,0.444,0.107,109.739,202451
87,0.775,0.688,-10.912,0.0593,0.0176,0.108,120.017,336005
89,0.718,0.319,-11.261,0.0435,0.965,0.0895,109.994,250865
96,0.557,0.706,-6.592,0.0649,0.268,0.132,105.013,237933
194,0.608,0.745,-4.13,0.0277,0.0226,0.0942,102.025,224427
105,0.985,0.698,-2.531,0.0341,0.142,0.321,119.959,158000
129,0.886,0.909,-1.84,0.0642,0.125,0.0755,130.027,156923
186,0.772,0.647,-5.404,0.0758,0.707,0.113,130.183,162539
2,0.748,0.524,-5.599,0.0338,0.414,0.111,95.01,244960
5,0.702,0.741,-5.33,0.0427,0.00544,0.337,124.925,187585
27,0.28,0.478,-8.755,0.037,0.674,0.483,111.65,96240
28,0.736,0.848,-5.494,0.171,0.103,0.299,109.946,263642
35,0.309,0.418,-8.622,0.031,0.465,0.295,134.23,148000
54,0.447,0.513,-8.67,0.127,0.679,0.096,67.289,96232
55,0.767,0.618,-7.163,0.032,0.31,0.179,121.959,205469
62,0.447,0.959,-5.59,0.348,0.109,0.0498,118.167,167256
92,0.394,0.519,-11.042,0.0465,0.75,0.129,110.113,179580
94,0.679,0.73,-7.483,0.0689,0.00421,0.0736,148.038,167840
135,0.632,0.349,-10.289,0.0346,0.926,0.294,109.981,232992
141,0.903,0.537,-6.854,0.283,0.16,0.129,115.013,120000
146,0.895,0.543,-6.766,0.298,0.181,0.12,120.078,193987
160,0.878,0.575,-8.732,0.284,0.00293,0.273,144.918,185213
7,0.747,0.739,-6.008,0.0487,0.0106,0.101,120.996,220196
99,0.523,0.691,-3.802,0.0833,0.133,0.327,94.148,160213
108,0.725,0.446,-8.958,0.0287,0.85,0.107,90.024,187333
96,0.578,0.431,-7.034,0.0269,0.469,0.137,116.979,226975
86,0.872,0.422,-7.415,0.363,0.0254,0.109,149.956,180666
135,0.73,0.785,-7.986,0.243,0.105,0.0445,82.037,215120
